0.000000000000000000e+00,-4.714829769731458398e-01,1.891114134011359291e-02
2.000000000000000042e-02,-5.559105111461086490e-02,4.028604314206613718e-02
4.000000000000000083e-02,-2.365215644249001048e-01,5.273801188615011987e-02
5.999999999999999778e-02,-3.407101258866838261e-02,6.497612100392727297e-02
8.000000000000000167e-02,-9.178048076372018194e-02,7.221519573068532760e-02
1.000000000000000056e-01,1.282568117203986523e-02,7.846279108866381635e-02
1.199999999999999956e-01,4.741753580291017955e-03,8.180974453686484793e-02
1.400000000000000133e-01,6.366451236764066046e-02,8.412553956350402040e-02
1.600000000000000033e-01,7.353527349494871912e-02,8.472043016990823960e-02
1.799999999999999933e-01,1.101806741438845771e-01,8.449296914781695422e-02
2.000000000000000111e-01,1.249905178863678773e-01,8.324276063108070056e-02
2.200000000000000011e-01,1.499175527126166141e-01,8.142318809983446759e-02
2.399999999999999911e-01,1.646775368993340649e-01,7.901382471340279157e-02
2.600000000000000089e-01,1.827990893547914719e-01,7.625731518233812289e-02
2.800000000000000266e-01,1.958405048361853418e-01,7.318851206820521649e-02
2.999999999999999889e-01,2.095903886152681028e-01,6.994464757317832293e-02
3.200000000000000067e-01,2.205549234299975236e-01,6.656897990491013328e-02
3.400000000000000244e-01,2.312540682600200681e-01,6.314216918971865544e-02
3.599999999999999867e-01,2.402623146685367861e-01,5.970045126340792208e-02
3.800000000000000044e-01,2.487063739519188577e-01,5.629186980154841230e-02
4.000000000000000222e-01,2.560242351900060553e-01,5.294227659647762763e-02
4.199999999999999845e-01,2.627406293964671402e-01,4.967975864712224909e-02
4.400000000000000022e-01,2.686517341903659761e-01,4.652062763839515114e-02
4.600000000000000200e-01,2.740168131837499854e-01,4.348025483988463002e-02
4.799999999999999822e-01,2.787778594151882894e-01,4.056741239817711342e-02
5.000000000000000000e-01,2.830735654498161002e-01,3.778921101802162202e-02
5.200000000000000178e-01,2.869026769661123799e-01,3.514891039774716008e-02
5.400000000000000355e-01,2.903466553236095371e-01,3.264825185262620888e-02
5.600000000000000533e-01,2.934239617684547552e-01,3.028668826460222466e-02
5.799999999999999600e-01,2.961870841408803523e-01,2.806253745280177028e-02
5.999999999999999778e-01,2.986592652433371353e-01,2.597276917338115290e-02
6.199999999999999956e-01,3.008770453002087009e-01,2.401360665941031092e-02
6.400000000000000133e-01,3.028627471610965127e-01,2.218051665838113168e-02
6.600000000000000311e-01,3.046432183445003106e-01,2.046854226688118658e-02
6.800000000000000488e-01,3.062380218274711741e-01,1.887235229883925045e-02
7.000000000000000666e-01,3.076676058189614649e-01,1.738643228489194018e-02
7.199999999999999734e-01,3.089484032190668028e-01,1.600514219642420674e-02
7.399999999999999911e-01,3.100963478375010074e-01,1.472282813368908268e-02
7.600000000000000089e-01,3.111249446124080276e-01,1.353387031983361438e-02
7.800000000000000266e-01,3.120467770670966035e-01,1.243274825346119168e-02
8.000000000000000444e-01,3.128728189220691958e-01,1.141407459457278312e-02
8.200000000000000622e-01,3.136130907749586361e-01,1.047263175927516492e-02
8.399999999999999689e-01,3.142764741126432559e-01,9.603391784857964394e-03
8.599999999999999867e-01,3.148709450465704274e-01,8.801536592603180498e-03
8.800000000000000044e-01,3.154036906788898476e-01,8.062466830916870802e-03
9.000000000000000222e-01,3.158810939637485271e-01,7.381809311137653429e-03
9.200000000000000400e-01,3.163089177582702471e-01,6.755420407533518912e-03
9.400000000000000577e-01,3.166923072694834973e-01,6.179384930943325471e-03
9.599999999999999645e-01,3.170358730740672759e-01,5.650014292547359679e-03
9.799999999999999822e-01,3.173437598219340794e-01,5.163841301886337720e-03
1.000000000000000000e+00,3.176196706329421637e-01,4.717614063942437465e-03
1.020000000000000018e+00,3.178669168022741909e-01,4.308289485736878539e-03
1.040000000000000036e+00,3.180884897823342827e-01,3.933024512051054578e-03
1.060000000000000053e+00,3.182870458530953628e-01,3.589167474108968109e-03
1.080000000000000071e+00,3.184649784531429217e-01,3.274249548639931139e-03
1.100000000000000089e+00,3.186244310663418067e-01,2.985975028857531036e-03
1.120000000000000107e+00,3.187673197043099371e-01,2.722212303069604464e-03
1.140000000000000124e+00,3.188953700807379277e-01,2.480984466787696918e-03
1.159999999999999920e+00,3.190101157194549786e-01,2.260460400579922691e-03
1.179999999999999938e+00,3.191129461733518968e-01,2.058945791512202094e-03
1.199999999999999956e+00,3.192050934940874329e-01,1.874874394586147726e-03
1.219999999999999973e+00,3.192876691813456569e-01,1.706800028545692139e-03
1.239999999999999991e+00,3.193616688468481346e-01,1.553388279318413832e-03
1.260000000000000009e+00,3.194279804283184365e-01,1.413409093718328690e-03
1.280000000000000027e+00,3.194874038474090350e-01,1.285729545269660799e-03
1.300000000000000044e+00,3.195406560032127974e-01,1.169306787393778599e-03
1.320000000000000062e+00,3.195883741430276537e-01,1.063181780089262349e-03
1.340000000000000080e+00,3.196311381117989958e-01,9.664730195660860843e-04
1.360000000000000098e+00,3.196694576528303355e-01,8.783708409741660186e-04
1.380000000000000115e+00,3.197037977868348313e-01,7.981320925064924916e-04
1.400000000000000133e+00,3.197345699563376997e-01,7.250749517802137015e-04
1.419999999999999929e+00,3.197621459450974424e-01,6.585742977525443952e-04
1.439999999999999947e+00,3.197868569313649378e-01,5.980572620263568126e-04
1.459999999999999964e+00,3.198090009892877172e-01,5.429991606724365741e-04
1.479999999999999982e+00,3.198288446193491286e-01,4.929196504279231925e-04
1.500000000000000000e+00,3.198466264582537910e-01,4.473792137391386118e-04
1.520000000000000018e+00,3.198625614768129122e-01,4.059758313647454262e-04
1.540000000000000036e+00,3.198768405937486570e-01,3.683419696471886082e-04
1.560000000000000053e+00,3.198896367612514835e-01,3.341417503913558622e-04
1.580000000000000071e+00,3.199011031154094242e-01,3.030683489336125059e-04
1.600000000000000089e+00,3.199113785201028182e-01,2.748415965481950719e-04
1.620000000000000107e+00,3.199205860966647386e-01,2.492057445152835271e-04
1.640000000000000124e+00,3.199288374957050540e-01,2.259274172299579198e-04
1.660000000000000142e+00,3.199362313147680048e-01,2.047937346241753909e-04
1.679999999999999938e+00,3.199428569763379526e-01,1.856105898271707543e-04
1.699999999999999956e+00,3.199487944660699967e-01,1.682010159531913617e-04
1.719999999999999973e+00,3.199541148404703717e-01,1.524037481385822376e-04
1.739999999999999991e+00,3.199588826619281234e-01,1.380718663209263457e-04
1.760000000000000009e+00,3.199631549128963415e-01,1.250715556115269023e-04
1.780000000000000027e+00,3.199669834242068189e-01,1.132809754128536909e-04
1.800000000000000044e+00,3.199704140801228891e-01,1.025892085158092366e-04
1.820000000000000062e+00,3.199734883231062366e-01,9.289531942178901101e-05
1.840000000000000080e+00,3.199762431509704519e-01,8.410746897619579500e-05
1.860000000000000098e+00,3.199787117491474930e-01,7.614212140123069266e-05
1.880000000000000115e+00,3.199809238531194366e-01,6.892330857449942543e-05
1.900000000000000133e+00,3.199829060905299283e-01,6.238196248017886065e-05
1.919999999999999929e+00,3.199846823995944889e-01,5.645529873126112360e-05
1.939999999999999947e+00,3.199862740672269612e-01,5.108626227294121061e-05
1.959999999999999964e+00,3.199877004561252902e-01,4.622300905776627046e-05
1.979999999999999982e+00,3.199889785414876120e-01,4.181844397362660562e-05
2.000000000000000000e+00,3.199901238685910476e-01,3.782979586834618125e-05
2.020000000000000018e+00,3.199911501557544669e-01,3.421822238543582113e-05
2.040000000000000036e+00,3.199920698444971290e-01,3.094845946662668108e-05
2.060000000000000053e+00,3.199928939321364241e-01,2.798849689811951059e-05
2.080000000000000071e+00,3.199936324085982942e-01,2.530928341577535337e-05
2.100000000000000089e+00,3.199942941238357319e-01,2.288445753138129127e-05
2.120000000000000107e+00,3.199948870995034667e-01,2.069010214640483629e-05
2.140000000000000124e+00,3.199954184406280655e-01,1.870452152308726097e-05
2.160000000000000142e+00,3.199958945749560302e-01,1.690803875998666997e-05
2.180000000000000160e+00,3.199963212337862406e-01,1.528280938161400790e-05
